pos_name,brand_line,proof,category,region,sub_region,whiskey_type_id,all_upcs
Glenkinchie The Distiller's Edition Double Matured Single Lowland Malt Scotch Whisky,Glenkinchie,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076171640
Talisker The Distillers Edition Single Malt Scotch Whisky ,Talisker,91.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076171657|88076184954
Lagavulin The Distillers Edition Islay Single Malt Scotch Whisky,Lagavulin,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076171664|622153694044
Bushmills Irish Whiskey 1608 Anniversary Edition      ,Bushmills,92.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,88076171886
Bushmills Malt 10 Single Malt Irish Whiskey,Bushmills,80.0,Irish,Ireland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076171978
Brora Single Malt Scotch Whisky Natural Cask Strength 25 Year,Brora,112.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076172470
Oban Limited Edition Single Malt Scotch Whisky 18 Year,Oban,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076172494
Caol Ila Distillers Edition Islay Single Malt Scotch Whisky,Caol Ila,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076172586
Clynelish Distillers Edition Single Malt Scotch Whisky,Clynelish,92.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076172593
Royal Lochnagar Distillers Edition Highland Single Malt Scotch Whisky Double Matured,Royal Lochnagar Distillers Edition,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076172609
Johnnie Walker Black Label Blended Scotch Whisky Anniversary Edition 12 Year,Johnnie Walker Black Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076174061|5000267109053
Johnnie Walker 'The John Walker' Blue Label Blended Scotch Whisky,Johnnie Walker,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076174603
Grand Old Parr Blended Scotch Whisky 12 Year,Grand Old Parr,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076174641|5000281003160
Port Ellen Islay Single Malt Scotch Whisky 30 Year,Port Ellen,115.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076174658
Lagavulin Islay Single Malt Scotch Whisky Natural Cask Strength Limited Edition 2014 12 Year,Lagavulin,108.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076174689|5000281038643
Brora Single Malt Scotch Whisky 30 Year,Brora,106.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076174702
Caol Ila Stitchell Reserve Islay Single Malt Scotch Whisky Unpeated Malt,Caol Ila Stitchell Reserve,119.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076174825
Bell's Original Blended Scotch Whisky,Bell's,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076175655|88076175662|88076180253|622153601042|5000387005211|5000387905399|5000387905412|5000387905436|5000387905474|5000387905504|5000387905771
Cardhu Speyside Single Malt Scotch Whisky 12 Year,Cardhu,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076176294|88110031053
The Singleton of Glendullan Single Malt Scotch Whisky 12 Year,The Singleton of Glendullan,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076176324
Cragganmore Single Malt Scotch Whisky 21 Year,Cragganmore,112.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076176935
Glenkinchie Lowland Single Malt Scotch Whisky 20 Year,Glenkinchie,110.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076176973
Johnnie Walker Black Label Blended Scotch Whisky Gift Set,Johnnie Walker Black Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076177581
Port Ellen Islay Single Malt Scotch Whisky 32 Year,Port Ellen,107.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076177741
Rosebank Single Malt Scotch Whisky 21 Year,Rosebank,107.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076177758
Buchanan's Master Blended Scotch Whisky,Buchanan's Master,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076177789|5000196003774
Bushmills Irish Honey Blended Irish Whiskey,Bushmills,70.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,88076177888|88076177895|5010103996327
Talisker Single Malt Scotch Whisky 30 Year,Talisker,91.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076177932
Johnnie Walker Platinum Label Blended Scotch Whisky 18 Year,Johnnie Walker Platinum Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076178182|88076178212|88076178229|88076178236|88076181397
Cardhu Single Malt Scotch Whisky 12 Year,Cardhu,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178199
James Buchanan's Special Reserve Blended Scotch Whisky 18 Year,James Buchanan's Special Reserve,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076178311|88110955342
Glenkinchie 1991 Distillers Edition Single Malt Scotch Whisky,Glenkinchie,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178366
Brora Single Malt Scotch Whisky Natural Cask Strength 35 Year,Brora,97.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178472
Caol Ila Islay Single Malt Scotch Whisky 14 Year Unpeated Style Cask Strength,Caol Ila,118.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178489
Caol Ila Islay Stitchell Reserve Single Malt Scotch Whisky Unpeated Style Natural Cask Strength,Caol Ila Stitchell Reserve,119.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178946
Convalmore Natural Cask Strength Single Malt Scotch Whisky 36 Year,Convalmore,116.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178953
Lagavulin Islay Single Malt Scotch Whisky 37 Year,Lagavulin,102.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178977
Oban Natural Cask Strength Single Malt Scotch Whisky 21 Year Limited Edition,Oban,117.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178984
Port Ellen 13th Release Islay Single Malt Scotch Whisky 34 Year,Port Ellen,110.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076178991
Talisker Natural Cask Strength Single Malt Scotch Whisky 1985 Maritime Edition ,Talisker,112.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179011
Talisker Storm Single Malt Scotch Whisky,Talisker Storm,91.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179028|88076179288
John Walker & Sons Odyssey Blended Malt Whisky,John Walker ,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179110
Johnnie Walker Gold Label Reserve Blended Scotch Whisky Limited Edition,Johnnie Walker Gold Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179127|88076179134
Johnnie Walker Collection Blended Scotch Whisky,Johnnie Walker Collection,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179226
Johnnie Walker Blue Label Blended Scotch Whisky designed by Alfred Dunhill,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179400
Haig Club Single Grain Scotch Whisky,Haig Club,80.0,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076179417|5000281036953
John Walker & Sons Private Collection 2014,John Walker & Sons,94.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179455
Johnnie Walker Black Label Blended Scotch Whisky 12 Year,Johnnie Walker Black Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179486|88110113070|622153629015|622153629022|622153629046|622153629060
The Singleton of Dufftown Single Malt Scotch Whisky 12 Year,The Singleton of Dufftown,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179684
Caol Ila Islay Single Malt Scotch Whisky 17 Year,Caol Ila,111.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179707
Port Ellen Islay Single Malt Scotch Whisky 35 Year,Port Ellen,113.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179721
Benrinnes Natural Cask Strength Speyside Single Malt Scotch Whisky 21 Year,Benrinnes,113.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179738
Cragganmore Natural Cask Strength Single Malt Scotch Whisky 25 Year,Cragganmore ,102.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179745
Strathmill Single Malt Scotch Whisky 25 Year,Strathmill,104.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179752
The Singleton of Glendullan Single Malt Scotch Whisky 38 Year,The Singleton of Glendullan,119.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179769
Clynelish Natural Cask Strength Single Malt Scotch Whisky Second Edition 2015 Release Limited Release,Clynelish,112.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179776
Caol Ila Islay Single Malt Scotch Whisky 30 Year,Caol Ila,110.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179790
Oban Little Bay Single Malt Scotch Whisky Small Cask The West Highland Coastal Malt,Oban Little Bay,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179806
Oban Little Bay Single Malt Scotch Whisky Small Cask,Oban Little Bay,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076179875|5000281042695
Johnnie Walker Blue Label Blended Scotch Whisky Limited Edition,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179882
John Walker & Sons Private Collection 2015,John Walker & Sons,93.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179899
Johnnie Walker Blue Label Blended Scotch Whisky Year of the Ram,Johnnie Walker Blue Label,86.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076179905
Crown Royal DeLuxe Canadian Blended Whisky,Crown Royal,80.0,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,88076179974
Port Dundas Single Grain Scotch Whisky 12 Year,Port Dundas,80.0,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076180215
Port Dundas Single Grain Scotch Whisky 18 Year,Port Dundas,86.0,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076180222
Johnnie Walker Select Casks Blended Scotch Whisky Rye Cask Finish,Johnnie Walker,92.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076180277
Caol Ila Islay Single Malt Scotch Whisky 17 Year Unpeated Style,Caol Ila,111.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180291
The Cally Single Grain Scotch Whisky 40 Year Limited Release,The Cally,106.6,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076180314
Pittyvaich Old Single Malt Scotch Whisky 25 Year,Pittyvaich,99.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180321
Johnnie Walker Blue Label Blended Scotch Whisky Year of the Monkey,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076180482
Lagavulin Islay Single Malt Scotch Whisky 8 Year Limited Edition 200th Anniversary,Lagavulin,96.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180635
The Singleton Single Malt Scotch Whisky of Glendullan 15 Year,The Singleton,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180758
The Singleton Single Malt Scotch Whisky of Glendullan 18 Year,The Singleton,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180765
Port Ellen Islay Single Malt Scotch Whisky 37 Year,Port Ellen,110.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180789
Glenkinchie Single Malt Scotch Whisky 24 Year Limited Release,Glenkinchie,114.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180796
Linkwood Natural Cask Strength Speyside Single Malt Scotch Whisky 37 Year Limited Release,Linkwood,100.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180802
Cambus Single Grain Scotch Whisky 40 Year Limited Release,Cambus,105.4,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076180819
Cragganmore Natural Cask Strength Single Malt Scotch Whisky Limited Release 2016,Cragganmore,111.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180826
Auchroisk Speyside Single Malt Scotch Whisky 25 Year Limited Edition,Auchroisk,102.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180833
Mannochmore Speyside Single Malt Scotch Whisky Limited Release Natural Cask Strength 25 Year,Mannochmore,106.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076180840
Lagavulin Islay Single Malt Scotch Whisky 25 Year 200th Anniversary,Lagavulin,103.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181083
Johnnie Walker Blue Label Blended Scotch Whisky Year of the Rooster,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181182
Brora Single Malt Scotch Whisky 38 Year Limited Edition,Brora,97.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181281
Johnnie Walker Blender's Batch Triple Grain American Oak Blended Scotch Whisky 10 Year,Johnnie Walker,82.6,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181335
Buchanan's DeLuxe Blended Scotch Whisky 12 Year 12 Pack,Buchanan's DeLuxe,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181359
Johnnie Walker Gold Label Reserve Blended Scotch Whisky 18 Year,Johnnie Walker Gold Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181373
Copper Dog Speyside Blended Malt Whisky,Copper Dog,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181434
Johnnie Walker Blenders' Batch Wine Cask Blend Blended Scotch Whisky,Johnnie Walker Blenders' Batch,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181595
Johnnie Walker Blenders’ Batch Red Rye Finish Blended Scotch Whisky,Johnnie Walker Blenders' Batch,80.0,World,France,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181694
Teaninich Limited Release Single Malt Scotch Whisky 17 Year,Teaninich,111.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181700
Convalmore Natural Cask Strength Single Malt Scotch Whisky 32 Year,Convalmore,96.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181717
Glen Elgin Single Malt Scotch Whisky Limited Release 18 Year,Glen Elgin,109.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181731
Blair Athol Single Malt Scotch Whisky Limited Release Natural Cask Strength 23 Year,Blair Athol,116.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181748
Brora Single Malt Scotch Whisky Natural Cask Strength 34 Year Limited Edition,Brora,103.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181755
Caol Ila Islay Single Malt Scotch Whisky 18 Year Unpeated Style Natural Cask Strength,Caol Ila,119.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181762
Lagavulin Islay Single Malt Scotch Whisky 12 Year Limited Edition Natural Cask Strength,Lagavulin,113.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076181786
Johnnie Walker Blue Label Year of the Dog Blended Scotch Whisky,Johnnie Walker Blue Label,92.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076181892|88076183186
Johnnie Walker Blue Label Blended Scotch Whisky Ghost and Rare Special Blend Glenury Royal ,Johnnie Walker Blue Label,92.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182028
Johnnie Walker Blue Label Blended Scotch Whisky Los Angeles Limited Edition Design,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182059
Johnnie Walker Blue Label Blended Scotch Whisky San Francisco Limited Edition Design,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182066
Johnnie Walker Blue Label Blended Scotch Whisky MIami Limited Edition Design,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182073
Johnnie Walker Black Label Blended Scotch Whisky The Jane Walker Edition,Johnnie Walker Black Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182547
Buchanan's Select Blended Malt Scotch Whisky 15 Year,Buchanan's Select,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182691|5000196005976
"The Classic Malts Coastal Collection - Caol Ila, Clynelish, Talisker",The Classic Malts Coastal Collection,86.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182752
"The Classic Malts Collection - Lagavulin, Talisker, Cragganmore",The Classic Malts Collection,86.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182776
White Walker by Johnnie Walker Blended Scotch Whisky Game of Thrones Limited Edition,White Walker by Johnnie Walker,83.4,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182783
Mortlach Single Malt Scotch Whisky The Wee Witchie 12 Year,Mortlach,86.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076182868|5000281054674
Mortlach Single Malt Scotch Whisky Distiller's Dram 16 Year,Mortlach,86.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076182875|5000281054698
Mortlach Single Malt Scotch Whisky Cowie's Blue Seal 20 Year,Mortlach,86.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076182882
Pittyvaich Single Malt Scotch Whisky 28 Year Limited Release,Pittyvaich,104.2,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076182912
Carsebridge Single Grain Scotch Whisky 48 Year,Carsebridge,86.4,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076182929
Inchgower Single Malt Scotch Whisky 27 Year,Inchgower,110.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076182936
Johnnie Walker Blue Label Blended Scotch Whisky Ghost and Rare Port Ellen,Johnnie Walker Blue Label,87.6,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076182974
Game of Thrones House Tully The Singleton Single Malt Scotch Whisky Glendullan Distillery Select ,Game of Thrones House Tully ,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183025|5000267173856
Game of Thrones House Stark Dalwinnie Winter's Frost Highland Single Malt Scotch Whisky,Game of Thrones House Stark,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183032
Game of Thrones House Targaryen Cardhu Gold Reserve Single Malt Scotch Whisky,Game of Thrones House Targaryen,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183049
Game of Thrones House Lannister Lagavulin Islay Single Malt Scotch Whisky 9 Year,Game of Thrones House Lannister,92.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183056
Game of Thrones The Night's Watch Oban Bay Reserve Single Malt Scotch Whisky,Game of Thrones The Night's Watch,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183063
Game of Thrones House Greyjoy Talisker Select Reserve Single Malt Scotch Whisky,Game of Thrones House Greyjoy ,91.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183070
Game of Thrones House Baratheon Royal Lochnagar Highland Single Malt Scotch Whisky 12 Year,Game of Thrones House Baratheon,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183087
Game of Thrones House Tyrell Clynelish Reserve Single Malt Scotch Whisky,Game of Thrones House Tyrell,102.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183094|5000267173733
Johnnie Walker Blended Scotch Whisky Discovery Pack,Johnnie Walker,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076183230|88076183346
Johnnie Walker XR 21 Blended Scotch Whisky 21 Year,Johnnie Walker,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076183278
Orphan Barrel Forager's Keep Single Malt Scotch Whisky 26 Year,Orphan Barrel,96.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183490
Roe & Co Blended Irish Whiskey,Roe & Co,90.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,88076183650
Lagavulin Islay Single Malt Scotch Whisky Offerman Edition 11 Year,Lagavulin,92.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076183858
Johnnie Walker Blue Label Ghost And Rare Blended Scotch Whiskey,Johnnie Walker Blue Label,87.6,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076183889
Haig Club Clubman Single Grain Scotch Whisky,Haig Club,80.0,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076184039
Johnnie Walker A Song of Fire Blended Scotch Whisky,Johnnie Walker A Song of Fire,81.6,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184114
Johnnie Walker A Song of Ice Blended Scotch Whisky,Johnnie Walker A Song of Ice,80.4,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184121
Johnnie Walker Blue Lable Year of the Rat Blended Scotch Whisky,Johnnie Walker Blue Label,92.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184138
Johnnie Walker Blue Label Blended Scotch Whisky New York Limited Edition Design,Johnnie Walker Blue Label,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184145
Glenkinchie The Distillers Edition Single Malt Scotch Whisky 2007,Glenkinchie,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184558
Lagavulin The Distillers Edition Islay Single Malt Scotch Whisky Double Matured 2017,Lagavulin,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184565
Oban The Distillers Edition Highland Single Malt Scotch Whisky Double Matured 2005,Oban,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184572
Talisker The Distillers Edition Single Malt Scotch Whisky Double Matured in Amoroso Cask Wood,Talisker,91.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184589
Mortlach Single Malt Scotch Whisky 26 Year Natural Cask Strength,Mortlach,106.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184596
Pittyvaich Single Malt Scotch Whisky 29 Year Limited Release,Pittyvaich,102.8,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184602
The Singleton of Glen Ord Single Malt Scotch Whisky 18 Year,The Singleton,110.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184619
Mortlach Single Malt Scotch Whisky Game of Thrones Six Kingdom 15 Year Finished in Bourbon Casks,Mortlach,92.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184633
Johnnie Walker Blue Label Year of the Ox Blended Scotch Whisky,Johnnie Walker Blue Label,92.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184749
Johnnie Walker Blue Label Legendary Eight Blended Scotch Whisky,Johnnie Walker Blue Label,87.6,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076184763
Lagavulin The Distillers Edition Islay Single Malt Scotch Whisky Double Matured 2005,Lagavulin,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184893
Oban The Distillers Edition Highland Single Malt Scotch Whisky Double Matured 2006,Oban,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184916
Dalwhinnie The Distillers Edition Single Highland Malt Scotch Whisky Double Matured,Dalwhinnie,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184930
Cragganmore Distillers Edition Speyside Single Malt Scotch Whisky,Cragganmore Distillers Edition,119.6,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184961
Glenkinchie The Distillers Edition Single Malt Scotch Whisky,Glenkinchie,86.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,88076184978|88076186354
Muckety-Muck Single Grain Scotch Whisky 24 Year,Muckety-Muck,90.0,Scotch,Scotland,Other,81fecdb4-1b77-4a36-bdfd-c02c3b5066e2,88076185111
Johnnie Walker Celebratory Blend Blended Scotch Whisky,Johnnie Walker,102.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,88076185166|5000267182902
